manipulation_activity_id,manipulation_activity_admin_id,manipulation_activity_admin_name,manipulation_activity_customer_id,manipulation_activity_customer_name,manipulation_activity_type,manipulation_activity_action,manipulation_activity_ip,manipulation_activity_located,manipulation_activity_device,created_at
7269,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:02
7270,1,Quản Trị Viên,NULL,NULL,0,Cập Nhật Lựu Chọn Phòng ( ID : 4),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:09
7271,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:09
7272,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:10
7273,1,Quản Trị Viên,NULL,NULL,0,Cập Nhật Lựu Chọn Phòng ( ID : 6),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:16
7274,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:17
7275,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:17
7276,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:35
7277,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:35
7278,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:38
7279,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:39
7280,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:41
7281,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:42
7282,1,Quản Trị Viên,NULL,NULL,0,Cập Nhật Lựu Chọn Phòng ( ID : 3),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:48
7283,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:49
7284,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:49
7285,1,Quản Trị Viên,NULL,NULL,0,Cập Nhật Lựu Chọn Phòng ( ID : 40),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:56
7286,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:56
7287,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 00:50:57
7288,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:17:59
7289,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:17:59
7290,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:18:06
7291,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đánh Giá Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:18:14
7292,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đánh Giá Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:18:15
7293,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:56:13
7294,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:56:13
7295,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:57:58
7296,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:57:59
7297,1,Quản Trị Viên,NULL,NULL,0,Chuyển Đơn Phòng( ID : 22) Vào Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:58:03
7298,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:58:03
7299,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:58:03
7300,1,Quản Trị Viên,NULL,NULL,0,Xem Đơn Phòng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:58:05
7301,1,Quản Trị Viên,NULL,NULL,0,Xem Đơn Phòng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:58:05
7302,1,Quản Trị Viên,NULL,NULL,0,Khôi Phục Đơn Phòng ( ID : 22),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:58:07
7303,1,Quản Trị Viên,NULL,NULL,0,Xem Đơn Phòng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:58:07
7304,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:58:09
7305,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 01:58:09
7306,NULL,NULL,13,Nhân Lê Khả,1,Hệ Thống Lưu Đơn Hàng Vào Database,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:31:54
7307,NULL,NULL,13,Nhân Lê Khả,1,Hệ Thống Gửi Mail Đến Người Dùng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:32:00
7308,NULL,NULL,13,Nhân Lê Khả,1,Vào Trang Hóa Đơn Kết Quả Đặt Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:32:02
7309,NULL,NULL,13,Nhân Lê Khả,1,Hệ Thống Hủy Toàn Bộ Session Liên Quan Đến Đơn Hàng- Thanh Toán,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:32:04
7310,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:32:27
7311,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:32:28
7312,1,Quản Trị Viên,NULL,NULL,0,Duyệt Đơn Hàng ( Order Code : MYHOTEL8700),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:32:30
7313,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:32:31
7314,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:42:39
7315,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:42:39
7316,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:42:49
7317,1,Quản Trị Viên,NULL,NULL,0,Chuyển Đơn Phòng( ID : 23) Vào Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:42:52
7318,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:42:52
7319,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:42:53
7320,1,Quản Trị Viên,NULL,NULL,0,Xem Đơn Phòng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:42:55
7321,1,Quản Trị Viên,NULL,NULL,0,Xem Đơn Phòng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:42:56
7322,1,Quản Trị Viên,NULL,NULL,0,Khôi Phục Đơn Phòng ( ID : 23),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:42:59
7323,1,Quản Trị Viên,NULL,NULL,0,Xem Đơn Phòng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:42:59
7324,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:43:01
7325,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:43:02
7326,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-25 03:44:09
7327,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:11
7328,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:12
7329,1,Quản Trị Viên,NULL,NULL,0,Chuyển Slider( ID : 3) Vào Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:17
7330,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:17
7331,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:17
7332,1,Quản Trị Viên,NULL,NULL,0,Chuyển Slider( ID : 2) Vào Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:19
7333,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:19
7334,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:20
7335,1,Quản Trị Viên,NULL,NULL,0,Chuyển Slider( ID : 1) Vào Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:21
7336,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:21
7337,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:22
7338,1,Quản Trị Viên,NULL,NULL,0,Xem Slider Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:24
7339,1,Quản Trị Viên,NULL,NULL,0,Xem Slider Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:24
7340,1,Quản Trị Viên,NULL,NULL,0,Khôi Phục Slider ( ID : 3),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:27
7341,1,Quản Trị Viên,NULL,NULL,0,Xem Slider Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:27
7342,1,Quản Trị Viên,NULL,NULL,0,Khôi Phục Slider ( ID : 2),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:29
7343,1,Quản Trị Viên,NULL,NULL,0,Xem Slider Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:29
7344,1,Quản Trị Viên,NULL,NULL,0,Khôi Phục Slider ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:31
7345,1,Quản Trị Viên,NULL,NULL,0,Xem Slider Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-26 10:11:32
7346,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Banner ADS,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 04:15:18
7347,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Banner ADS,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 04:15:19
7348,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Banner ADS,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 04:15:41
7349,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Banner ADS,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 04:15:41
7350,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 04:16:06
7351,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 04:16:07
7352,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 13:53:38
7353,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 13:53:39
7354,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đánh Giá Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 13:53:46
7355,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đánh Giá Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 13:53:46
7356,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 13:53:54
7357,1,Quản Trị Viên,NULL,NULL,0,Xenh Danh Sách Mã Giảm Giá ,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 13:54:01
7358,1,Quản Trị Viên,NULL,NULL,0,Xenh Danh Sách Mã Giảm Giá ,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 13:54:23
7359,1,Quản Trị Viên,NULL,NULL,0,Cập Nhật Mã Giảm Giá ( ID : 7),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 13:54:39
7360,1,Quản Trị Viên,NULL,NULL,0,Xenh Danh Sách Mã Giảm Giá ,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",2023-08-18 13:54:39
